Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato,4.14,Philosophy,http://books.google.com/books/content?id=fkTYyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,4.15,History,http://books.google.com/books/content?id=Rk-LFPFl_3YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Seeing Like a State,James C. Scott,4.19,Political science,http://books.google.com/books/content?id=PqcPCgsr2u0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Leonardo on Painting,Leonardo,4.13,Art,http://books.google.com/books/content?id=roHf588GZJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dreaming in Pictures,Douglas Robert Nickel,4.01,Photography,http://books.google.com/books/content?id=Jpnz4lJZrlcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Art and Beauty in the Middle Ages,Umberto Eco,3.98,Art,http://books.google.com/books/content?id=uT61fJtcHroC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Long Day's Journey Into Night,Eugene O'Neill,4.07,Drama,http://books.google.com/books/content?id=43dmWfWi_2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Marcel Proust,William C. Carter,4.32,Biography & autobiography,http://books.google.com/books/content?id=NxTaYm26Q1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
How Democratic is the American Constitution?,Robert A. Dahl,3.64,History,http://books.google.com/books/content?id=k0jCO_FMbFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Voices of Morebath,Eamon Duffy,3.7,History,http://books.google.com/books/content?id=E45TQd678hYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hamlet,William Shakespeare,4.01,Drama,http://books.google.com/books/content?id=MPGOoXzP-XgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cosmos,Witold Gombrowicz,4.03,Fiction,http://books.google.com/books/content?id=60sZmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Cuba,Richard Gott,4.06,History,http://books.google.com/books/content?id=aVq0qOnLFusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Eva Hesse Drawing,Menil collection (Houston  Tex.).,4.54,Art,http://books.google.com/books/content?id=OVotum-BiNAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot,4.11,Literary criticism,http://books.google.com/books/content?id=1Kxoqxcz4WgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hannibal,Leonard Cottrell,3.89,History,http://books.google.com/books/content?id=TZLStAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Collapse of the Third Republic,William Lawrence Shirer,4.2,History,http://books.google.com/books/content?id=IdyBPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Complete Short Stories Of Robert Louis Stevenson,Charles Neider,4.19,Literary collections,http://books.google.com/books/content?id=qDS8tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hemingway,Jeffrey Meyers,4.03,Literary collections,http://books.google.com/books/content?id=uWPGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Unsung Heroes of Rock 'n' Roll,Nick Tosches,4.1,Biography & autobiography,http://books.google.com/books/content?id=V9wgnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dark Side Of Genius,Donald Spoto,3.83,Performing arts,http://books.google.com/books/content?id=2FpPtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sammlung,Mark Twain,4.32,Literary collections,http://books.google.com/books/content?id=VCt--yh7cXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Johnny Cash,Michael Streissguth,3.79,Biography & autobiography,http://books.google.com/books/content?id=BBRDZoBeI88C&printsec=frontcover&img=1&zoom=1&source=gbs_api
23 Days in July,John Wilcockson,3.67,Sports & recreation,http://books.google.com/books/content?id=7lG1ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
75 Years of Little Golden Books: 1942-2017,Margaret Wise Brown,4.23,Animals,
The Deeper Meaning of Liff,Douglas Adams,3.93,Humor,http://books.google.com/books/content?id=TVFPmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Boleyn,Karen Harper,4.05,Fiction,http://books.google.com/books/content?id=yeYzpDgTo8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Giada's Family Dinners,Giada De Laurentiis,3.96,Cooking,http://books.google.com/books/content?id=lfRvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Spy Who Barked,George Edward Stanley,3.47,Juvenile fiction,http://books.google.com/books/content?id=jykzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Terrorist,John Updike,3.17,Fiction,http://books.google.com/books/content?id=KlFnmmF0IJcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Beloved,Toni Morrison,3.81,Fiction,http://books.google.com/books/content?id=ppfYf0K6fcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Name of the Rose,Umberto Eco,4.12,Fiction,http://books.google.com/books/content?id=Za0ZTjVNpWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Road,Cormac McCarthy,3.96,Fiction,http://books.google.com/books/content?id=eMq_lTq6fUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Best of Wodehouse,Pelham Grenville Wodehouse,4.4,Fiction,http://books.google.com/books/content?id=tLtw51x0eyUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Buried Child,Sam Shepard,3.91,Drama,http://books.google.com/books/content?id=YCVRIETAFJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Devil Wears Prada,Lauren Weisberger,3.73,Fiction,http://books.google.com/books/content?id=jgnS-R9qNU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Death Match,Lincoln Child,3.78,Fiction,http://books.google.com/books/content?id=xBReAE4-mogC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lighthouse,P. D. James,3.81,Fiction,http://books.google.com/books/content?id=10LKbQ2Y0N8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
If Beale Street Could Talk,James Baldwin,4.24,Fiction,http://books.google.com/books/content?id=24D5xwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Million Little Pieces,James Frey,3.63,Biography & autobiography,http://books.google.com/books/content?id=MwNuYMr-3JsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Robert Langdon Novels,Dan Brown,3.82,Art museum curators,http://books.google.com/books/content?id=hPbKKnD7qosC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sunset Limited,Cormac McCarthy,3.96,Drama,http://books.google.com/books/content?id=JNFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Walk in the Woods,Bill Bryson,4.06,Sports & recreation,http://books.google.com/books/content?id=TBJHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civil War,Shelby Foote,4.53,United states,
The Alchemist's Daughter,Katharine McMahon,3.24,Fiction,http://books.google.com/books/content?id=N4tXy1Jz4O8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Cesar's Way,Cesar Millan,3.74,Pets,http://books.google.com/books/content?id=SA-MtfnCB8wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Small Bites  Big Nights,Govind Armstrong,3.6,Cooking,http://books.google.com/books/content?id=BEYkPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Why Do Men Fall Asleep After Sex?,Mark Leyner,3.56,Health & fitness,http://books.google.com/books/content?id=BtSODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Everyday Pasta,Giada De Laurentiis,4.09,Cooking,http://books.google.com/books/content?id=oMiU2rsyyWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dreams from My Father,Barack Obama,3.86,Biography & autobiography,http://books.google.com/books/content?id=eNWODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Gifted Hands,Ben Carson,4.21,Biography & autobiography,http://books.google.com/books/content?id=GE9ETXQUuF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Trial by Fire,Terri Blackstock,4.35,Fiction,http://books.google.com/books/content?id=Ji-svNwtmosC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A is for Abductive,Leonard I. Sweet,3.17,Religion,http://books.google.com/books/content?id=y408kb7zW7AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Breach of Promise,James Scott Bell,4,Fiction,http://books.google.com/books/content?id=RNpBD41SNMcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deadlock,James Scott Bell,3.95,Fiction,http://books.google.com/books/content?id=d3aFumJZHiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ever After,Karen Kingsbury,4.32,Fiction,http://books.google.com/books/content?id=sREjDcZvCv0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fanning the Flame,Christopher J. H. Wright,5,Religion,http://books.google.com/books/content?id=U-tpkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Church on the Other Side,Brian D. McLaren,3.58,Religion,http://books.google.com/books/content?id=973kEQV9ruUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Church in Emerging Culture,Andy Crouch,3.35,Religion,http://books.google.com/books/content?id=yo8USz2i7RIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Becoming a Contagious Christian,Mark Mittelberg,3.75,Religion,http://books.google.com/books/content?id=m4GxAYrSmyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Journey into God's Word,J. Scott Duvall,4.16,Religion,http://books.google.com/books/content?id=Yg9xDiYmaR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Zondervan Handbook to the Bible,David Alexander,4.14,Religion,http://books.google.com/books/content?id=nbhjHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Velvet Elvis,Rob Bell,3.78,Religion,http://books.google.com/books/content?id=TLZO9DjrmJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Purpose Driven Life MM Camouflage Edition,Rick Warren  D.Min.,3.92,Christian life,http://books.google.com/books/content?id=2_zhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Search for What Makes Sense,Brian D. McLaren,3.59,Religion,http://books.google.com/books/content?id=vg12H-k-ZSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Complete Green Letters,Miles J. Stanford,4.2,Religion,http://books.google.com/books/content?id=SbBd_IKRCZAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Zondervan NIV Study Bible,Kenneth L. Barker,4.7,Bibles,http://books.google.com/books/content?id=WvYLGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
How to Write a Damn Good Novel,James N. Frey,3.85,Language arts & disciplines,http://books.google.com/books/content?id=M2LVQXnSV_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sun in the Morning,Mary Margaret Kaye,4.21,Biography & autobiography,
The Awakening,Kate Chopin,3.64,Adultery,http://books.google.com/books/content?id=9hGQQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
James Herriot's Treasury for Children,James Herriot,4.44,Juvenile nonfiction,http://books.google.com/books/content?id=Lcklm__RnqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Modern Classics of Science Fiction,Gardner Dozois,4.15,Fiction,http://books.google.com/books/content?id=-bR552nWNYoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Great Ape Project,Paola Cavalieri,4.06,Nature,http://books.google.com/books/content?id=8RMSPt0kC_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
White Man's Grave,Richard Dooling,3.93,Fiction,http://books.google.com/books/content?id=OIk_WGE4UhkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Isak Dinesen,Judith Thurman,4.07,Biography & autobiography,http://books.google.com/books/content?id=atV8pWcV_CIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Four Weddings and a Funeral,Richard Curtis,3.76,Performing arts,http://books.google.com/books/content?id=iFY9e377DRIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
With William Burroughs,William S. Burroughs,4.05,Biography & autobiography,http://books.google.com/books/content?id=TnhnpCgWVwAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Everyday I Ching,Sarah Dening,4.19,Body,http://books.google.com/books/content?id=i5j0ZumPWkwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Far Pavilions,M. M. Kaye,4.21,Fiction,http://books.google.com/books/content?id=2Hw4KmShqzYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
From Bondage,Henry Roth,4.1,Fiction,http://books.google.com/books/content?id=4oDRkC5XMNwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mary Queen of Scotland & The Isles,Margaret George,4.05,Fiction,http://books.google.com/books/content?id=-YkXAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Communist Manifesto: Marx,John Toews,3.54,Political science,http://books.google.com/books/content?id=dhK7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Through the Dark Labyrinth,Gordon Bowker,3.83,Biography & autobiography,http://books.google.com/books/content?id=VcVpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
I Capture the Castle,Dodie Smith,4,Fiction,http://books.google.com/books/content?id=cxAZf0kIy84C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Marilyn Manson,Kurt Reighley,3.39,Biography & autobiography,http://books.google.com/books/content?id=rFd0xYYNSGcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Radio On,Sarah Vowell,3.42,Literary collections,http://books.google.com/books/content?id=alQE3M4q-u4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Human Croquet,Kate Atkinson,3.71,Fiction,http://books.google.com/books/content?id=qGNmjrEfzEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Autobiography of Henry VIII,Margaret George,4.25,Fiction,http://books.google.com/books/content?id=xCsx6NhzZkAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,3.77,Fiction,http://books.google.com/books/content?id=MYJ_8b0Wf9kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
One Thousand White Women,Jim Fergus,3.88,Fiction,http://books.google.com/books/content?id=AS-xz-xoHmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Requiem for Harlem,Henry Roth,4.16,Fiction,http://books.google.com/books/content?id=JDTsV63ow-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
High Five,Janet Evanovich,4.18,Fiction,http://books.google.com/books/content?id=9aqX3Z1vlLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
James Tiptree  Jr.,Julie Phillips,4.24,Biography & autobiography,http://books.google.com/books/content?id=TNdL3H0tgKsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Birds of America,Lorrie Moore,4.11,Fiction,http://books.google.com/books/content?id=pLBTgtXCPkkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
And The Band Played on,Randy Shilts,4.39,Health & fitness,http://books.google.com/books/content?id=A8g2VPGtdUkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.25,History,http://books.google.com/books/content?id=g8dRg_YA39MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Death in the Andamans,M. M. Kaye,3.93,Fiction,http://books.google.com/books/content?id=lMFbMB3PZroC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Death in Berlin,M. M. Kaye,3.89,Fiction,http://books.google.com/books/content?id=X2Je-MrO_gkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Death in Kashmir,M. M. Kaye,3.95,Fiction,http://books.google.com/books/content?id=CsUSjmbYMTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Four Mothers,Shifra Horn,3.69,Fiction,http://books.google.com/books/content?id=md0QD7R6f2kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Timbuktu,Paul Auster,3.68,Fiction,http://books.google.com/books/content?id=5ZJ3w23MMDkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Italian Girl,Patricia Hall,3.4,Fiction,http://books.google.com/books/content?id=LgUrHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Naked and the Dead,Norman Mailer,3.94,Fiction,http://books.google.com/books/content?id=c66GLzQjQFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Enchanted Evening,M. M. Kaye,4.38,Biography & autobiography,http://books.google.com/books/content?id=tsNdSys-9FMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Illustrated Story Of O,Pauline Reage,4,Photography,http://books.google.com/books/content?id=TOikAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Catfish and Mandala,Andrew X. Pham,3.96,Biography & autobiography,http://books.google.com/books/content?id=GMqwBI6Bx7AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Satanic Verses,Salman Rushdie,3.71,Fiction,http://books.google.com/books/content?id=SPFPCBtIJpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Absent in the Spring and Other Novels,Mary Westmacott,4.19,Fiction,http://books.google.com/books/content?id=rbkRilwG3zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Round Ireland with a Fridge,Tony Hawks,3.79,Travel,http://books.google.com/books/content?id=PUElQgvtSOgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
An Unfortunate Woman,Richard Brautigan,3.78,Fiction,http://books.google.com/books/content?id=Fx4k5hJwYrEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Glass Bead Game,Hermann Hesse,4.11,Fiction,http://books.google.com/books/content?id=lTVr7hZVY-kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Emotionally Weird,Kate Atkinson,3.45,Fiction,http://books.google.com/books/content?id=3HSNPLvO1JQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Writer's Workbook,Caroline Sharp,3.71,Language arts & disciplines,http://books.google.com/books/content?id=iiTfCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Waiting for My Cats to Die,Stacy Horn,3.67,Biography & autobiography,http://books.google.com/books/content?id=55JlPp-P7DUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Serious Girls,Maxine Swann,3.19,Fiction,http://books.google.com/books/content?id=mF4yPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Lords of the White Castle,Elizabeth Chadwick,4.21,Fiction,http://books.google.com/books/content?id=ybhV4hcPO78C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Christmas Shoes,Donna VanLiere,4.23,Fiction,http://books.google.com/books/content?id=ISMSvEsRR-EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Education As My Agenda,Gertrude S. Williams,4.25,Biography & autobiography,http://books.google.com/books/content?id=btui1B1IfEMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Banvard's Folly,Paul Collins,3.97,History,http://books.google.com/books/content?id=MSv6w5Ba2Y4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Jew,Noah Gordon,4.08,Fiction,http://books.google.com/books/content?id=rUydl6GzWSUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
How to Write a Damn Good Mystery,James N. Frey,3.97,Language arts & disciplines,http://books.google.com/books/content?id=X47rmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Jenny and the Jaws of Life,Jincy Willett,3.74,Fiction,http://books.google.com/books/content?id=7a-814lNn40C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Plum Lovin',Janet Evanovich,3.72,Fiction,http://books.google.com/books/content?id=f4K5QkqQNvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
McCarthy's Bar,Pete McCarthy,3.79,Travel,http://books.google.com/books/content?id=2DF-J8CZSxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Pythons,Graham Chapman,4.08,Biography & autobiography,http://books.google.com/books/content?id=3Q-XD02f4oQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Little Princesses,Marion Crawford,4,Biography & autobiography,http://books.google.com/books/content?id=kv65ZiLjTT0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The New York Times Guide to Essential Knowledge,The New York Times,4.09,Reference,http://books.google.com/books/content?id=zqkdNwRxSooC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Little Children,Tom Perrotta,3.62,Fiction,http://books.google.com/books/content?id=j73yQbUYaBUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Gatekeeper,Terry Eagleton,3.8,Biography & autobiography,http://books.google.com/books/content?id=93Q0Q1bjH3AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dominion,Matthew Scully,4.16,Nature,http://books.google.com/books/content?id=_htG-Pi2GboC&printsec=frontcover&img=1&zoom=1&source=gbs_api
SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,4.13,Fiction,http://books.google.com/books/content?id=WkowmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Something Borrowed,Emily Giffin,3.84,Fiction,http://books.google.com/books/content?id=ekrNJWcrsvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Something Borrowed,Emily Giffin,3.84,Fiction,http://books.google.com/books/content?id=5XApMSmmhCEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
P.S. Your Cat Is Dead,James Kirkwood,3.75,Fiction,http://books.google.com/books/content?id=8u19X3rYdp0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Something Blue,Emily Giffin,3.93,Fiction,http://books.google.com/books/content?id=vtbEdUWDah0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
All Things Bright and Beautiful,James Herriot,4.31,Biography & autobiography,http://books.google.com/books/content?id=skqN23wn4BEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Inside the Mind of Gideon Rayburn,Sarah Miller,3.39,Juvenile fiction,http://books.google.com/books/content?id=jOd1-lojYxoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Spider Mountain,P. T. Deutermann,3.91,Fiction,http://books.google.com/books/content?id=1Wflpi1atxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Where the Mountain Casts Its Shadow,Maria Coffey,3.89,Biography & autobiography,http://books.google.com/books/content?id=ZOomkQfnWsAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sideways,Rex Pickett,3.69,Fiction,http://books.google.com/books/content?id=zNugmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Baby Proof,Emily Giffin,3.71,Fiction,http://books.google.com/books/content?id=dfM9KO0_MvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Lean Mean Thirteen,Janet Evanovich,4.09,Fiction,http://books.google.com/books/content?id=MzI11XrhN5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Wife of Henry VIII,Carolly Erickson,3.88,Fiction,http://books.google.com/books/content?id=PajwTfsnflMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Forsaken,L. A. Banks,4.35,Fiction,http://books.google.com/books/content?id=n_7-8NXgl3EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Woman of Substance,Barbara Taylor Bradford,4.17,Fiction,http://books.google.com/books/content?id=vrAja1wLa5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Red Tent,Anita Diamant,4.17,Fiction,http://books.google.com/books/content?id=Saqfl3hXqfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dirty Little Secrets,Joy King,4.16,Fiction,http://books.google.com/books/content?id=bJqBvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Think Like a Guy,Giuliana Depandi,3.15,Family & relationships,
The Ravenscar Dynasty,Barbara Taylor Bradford,3.61,Fiction,http://books.google.com/books/content?id=ZOH9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Devil in the Junior League,Linda Francis Lee,3.62,Fiction,http://books.google.com/books/content?id=qHDjN1BLI6kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Silver Pigs,Lindsey Davis,3.94,Fiction,http://books.google.com/books/content?id=a0wmuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Mystery Method,Mystery,3.71,Family & relationships,http://books.google.com/books/content?id=xL-TmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Marked,P. C. Cast,3.8,Juvenile fiction,http://books.google.com/books/content?id=hcrXAQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Let's Go Australia 9th Edition,Let's Go Inc,3.92,Travel,http://books.google.com/books/content?id=rObOJJ65brMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Paris Review Interviews  I,The Paris Review,4.38,Biography & autobiography,http://books.google.com/books/content?id=AaXWxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
More Plums in One,Janet Evanovich,4.44,Fiction,http://books.google.com/books/content?id=WeNcjH3eGpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
James Herriot's Dog Stories,James Herriot,4.4,Pets,http://books.google.com/books/content?id=kE2q3RvdDVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Beatrix Potter,Linda Lear,4.03,Biography & autobiography,http://books.google.com/books/content?id=T9uTxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Twenty-Seventh City,Jonathan Franzen,3.12,Fiction,http://books.google.com/books/content?id=puFxDk3dTUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Haussmann  Or the Distinction,Paul LaFarge,3.64,Fiction,http://books.google.com/books/content?id=2CIM-IKhZmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journey to the East,Hermann Hesse,3.7,Fiction,http://books.google.com/books/content?id=-cjM9WChgEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
This Side of Brightness,Colum McCann,3.85,Fiction,http://books.google.com/books/content?id=50EMEL4s31MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
What Was She Thinking?,Zoë Heller,3.71,Fiction,http://books.google.com/books/content?id=TWviK9mhCH8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Middlesex,Jeffrey Eugenides,3.99,Fiction,http://books.google.com/books/content?id=twDVs4UIU_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Interpreter,Suki Kim,3.55,Fiction,http://books.google.com/books/content?id=pPNsEPSMb68C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hand to Mouth,Paul Auster,3.62,Biography & autobiography,http://books.google.com/books/content?id=qQ2qYbMGnbwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Feather on the Breath of God,Sigrid Nunez,3.87,Fiction,http://books.google.com/books/content?id=Y9KesaEJSDcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Galatea 2.2,Richard Powers,3.72,Fiction,http://books.google.com/books/content?id=ttcEu4iDvnYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mason & Dixon,Thomas Pynchon,4.06,Fiction,http://books.google.com/books/content?id=MgDysANnVqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The River at the Center of the World,Simon Winchester,3.92,Travel,http://books.google.com/books/content?id=qiL4eiCfL64C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Primo Levi,Ian Thomson,4.14,Biography & autobiography,http://books.google.com/books/content?id=mGzmdvFtIXkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dry,Augusten Burroughs,4.02,Biography & autobiography,
